dice,iou,accuracy,hd95,sensitivity,precision,method,image,tumour_type,seconds
0.23920575003878172,0.13585105133325504,0.9438743591308594,70.02875158817274,0.8669415292353823,0.13874392657908943,proposed,brisc2025_test_00034_gl_ax_t1.jpg,glioma,0.06228804588317871
0.9267715819157646,0.8635361925750127,0.9969291687011719,7.0,0.947897283215482,0.9065670048051254,proposed,brisc2025_test_00495_me_sa_t1.jpg,meningioma,0.06307673454284668
0.9481012191977605,0.9013236221023881,0.9946250915527344,7.0710678118654755,0.9503766061143111,0.9458367016976557,proposed,brisc2025_test_00255_me_ax_t1.jpg,meningioma,0.08584928512573242
0.9686677631578947,0.9392392951120325,0.9970932006835938,4.242640687119285,0.9605316806654163,0.9769428547731608,proposed,brisc2025_test_00338_me_ax_t1.jpg,meningioma,0.05987977981567383
0.9382247236726113,0.8836377570570955,0.9965248107910156,11.704699910719626,0.9786391285896167,0.9010158895545715,proposed,brisc2025_test_00185_gl_sa_t1.jpg,glioma,0.06295919418334961
0.9338499861610849,0.8759086188992731,0.9972648620605469,12.206555615733702,0.978538283062645,0.8930651138168343,proposed,brisc2025_test_00534_me_sa_t1.jpg,meningioma,0.0633549690246582
0.8906098741529526,0.8027923211169284,0.9974136352539062,12.27166012018141,0.9343263371699391,0.8508014796547472,proposed,brisc2025_test_00709_pi_ax_t1.jpg,pituitary,0.062103986740112305
0.17366224840451644,0.0950876957193737,0.8972625732421875,86.88455299487448,0.6593662628145387,0.1,proposed,brisc2025_test_00217_gl_sa_t1.jpg,glioma,0.05885004997253418
0.9384751251103916,0.8840820854132002,0.9992027282714844,3.0,0.9235225955967555,0.9539198084979055,proposed,brisc2025_test_00808_pi_ax_t1.jpg,pituitary,0.06287169456481934
0.968189750912264,0.9383408933651111,0.9969406127929688,3.1622776601683795,0.948403139327065,0.988819573847525,proposed,brisc2025_test_00274_me_ax_t1.jpg,meningioma,0.06190896034240723
0.8802117802779617,0.7860520094562647,0.9993095397949219,3.605551275463989,0.8302122347066168,0.9366197183098591,proposed,brisc2025_test_00903_pi_co_t1.jpg,pituitary,0.06066608428955078
0.7948060823509312,0.6594839807201588,0.9954185485839844,17.4928556845359,0.6666666666666666,0.9839255499153976,otsu,brisc2025_test_00089_gl_co_t1.jpg,glioma,0.005023956298828125
0.9666763257026949,0.9355019629837352,0.9982452392578125,3.0,0.9380008435259384,0.9971603646689583,otsu,brisc2025_test_00718_pi_ax_t1.jpg,pituitary,0.00534510612487793
0.8001707941929974,0.6669039145907474,0.9982147216796875,9.219544457292887,0.9925847457627118,0.6702432045779685,otsu,brisc2025_test_00805_pi_ax_t1.jpg,pituitary,0.005116939544677734
0.9786082063803812,0.958112462322004,0.9984626770019531,2.23606797749979,0.9641250915176237,0.9935330890278077,otsu,brisc2025_test_00468_me_co_t1.jpg,meningioma,0.005374908447265625
0.9032901296111665,0.8236363636363636,0.9985198974609375,9.736565105017384,0.9249617151607963,0.8826108134437408,otsu,brisc2025_test_00874_pi_co_t1.jpg,pituitary,0.005702972412109375
0.8247787610619469,0.7018072289156626,0.9988670349121094,8.94427190999916,0.9270557029177718,0.742826780021254,otsu,brisc2025_test_00820_pi_ax_t1.jpg,pituitary,0.00511622428894043
0.9640699179974105,0.9306322258098115,0.9974594116210938,5.0,0.9355041356925976,0.9944351697273233,otsu,brisc2025_test_00275_me_ax_t1.jpg,meningioma,0.006075859069824219
0.737101950135769,0.5836591086786552,0.9959373474121094,12.206555615733702,0.7025882352941176,0.7751817237798546,otsu,brisc2025_test_00892_pi_co_t1.jpg,pituitary,0.005888700485229492
0.38582261787009564,0.23902120184648065,0.9289398193359375,61.074498872001975,0.9256446764752413,0.2437002790620184,otsu,brisc2025_test_00243_gl_sa_t1.jpg,glioma,0.004640102386474609
0.7923497267759563,0.6561085972850679,0.9979705810546875,14.34886795744953,0.964828897338403,0.6721854304635762,otsu,brisc2025_test_00766_pi_ax_t1.jpg,pituitary,0.005307197570800781
0.901713469776297,0.8210184182015168,0.9968490600585938,8.54400374531753,0.8716356107660456,0.9339413359625339,otsu,brisc2025_test_00333_me_ax_t1.jpg,meningioma,0.00475311279296875
0.6267917010835237,0.45644328073030926,0.9706993103027344,44.70793810720094,0.5167441115205896,0.7963946166193357,otsu,brisc2025_test_00046_gl_ax_t1.jpg,glioma,0.005019187927246094
0.8944444444444445,0.8090452261306532,0.999420166015625,3.6449961479175768,0.8598130841121495,0.9319826338639653,otsu,brisc2025_test_00979_pi_sa_t1.jpg,pituitary,0.005316972732543945
0.9045077105575327,0.8256632376827288,0.9987716674804688,5.0,0.9029011249259917,0.9061200237670826,otsu,brisc2025_test_00369_me_ax_t1.jpg,meningioma,0.004881143569946289
0.28384615384615386,0.1653966831017481,0.9928970336914062,15.58200925238775,0.26170212765957446,0.3100840336134454,otsu,brisc2025_test_00958_pi_sa_t1.jpg,pituitary,0.005477190017700195
0.8963445167751627,0.8121597096188747,0.9992103576660156,3.1622776601683795,0.849146110056926,0.9490986214209968,otsu,brisc2025_test_00213_gl_sa_t1.jpg,glioma,0.004745960235595703
